domain,port,group,supported,cipher,tls_version,PQC used,reason
credit-agricole.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
credit-agricole.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
credit-agricole.com,443,MLKEM768,NO,,,,handshake_failure
credit-agricole.com,443,MLKEM512,NO,,,,handshake_failure
credit-agricole.com,443,MLKEM1024,NO,,,,handshake_failure
societegenerale.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
societegenerale.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
societegenerale.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
societegenerale.com,443,MLKEM768,NO,,,,handshake_failure
societegenerale.com,443,MLKEM512,NO,,,,handshake_failure
societegenerale.com,443,MLKEM1024,NO,,,,handshake_failure
icbc.com.cn,443,X25519MLKEM768,NO,,,,unsupported_or_unknown
icbc.com.cn,443,SecP256r1MLKEM768,NO,,,,unsupported_or_unknown
icbc.com.cn,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
icbc.com.cn,443,MLKEM768,NO,,,,unsupported_or_unknown
icbc.com.cn,443,MLKEM512,NO,,,,unsupported_or_unknown
icbc.com.cn,443,MLKEM1024,NO,,,,unsupported_or_unknown
ccb.com,443,X25519MLKEM768,NO,,,,unsupported_or_unknown
ccb.com,443,SecP256r1MLKEM768,NO,,,,unsupported_or_unknown
ccb.com,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
ccb.com,443,MLKEM768,NO,,,,unsupported_or_unknown
ccb.com,443,MLKEM512,NO,,,,unsupported_or_unknown
ccb.com,443,MLKEM1024,NO,,,,unsupported_or_unknown
wellsfargo.com,443,X25519MLKEM768,NO,,,,handshake_failure
wellsfargo.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
wellsfargo.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
wellsfargo.com,443,MLKEM768,NO,,,,handshake_failure
wellsfargo.com,443,MLKEM512,NO,,,,handshake_failure
wellsfargo.com,443,MLKEM1024,NO,,,,handshake_failure
usbank.com,443,X25519MLKEM768,NO,,,,handshake_failure
usbank.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
usbank.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
usbank.com,443,MLKEM768,NO,,,,handshake_failure
usbank.com,443,MLKEM512,NO,,,,handshake_failure
usbank.com,443,MLKEM1024,NO,,,,handshake_failure
pnc.com,443,X25519MLKEM768,NO,,,,handshake_failure
pnc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
pnc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
pnc.com,443,MLKEM768,NO,,,,handshake_failure
pnc.com,443,MLKEM512,NO,,,,handshake_failure
pnc.com,443,MLKEM1024,NO,,,,handshake_failure
td.com,443,X25519MLKEM768,NO,,,,handshake_failure
td.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
td.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
td.com,443,MLKEM768,NO,,,,handshake_failure
td.com,443,MLKEM512,NO,,,,handshake_failure
td.com,443,MLKEM1024,NO,,,,handshake_failure
rbc.com,443,X25519MLKEM768,NO,,,,handshake_failure
rbc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
rbc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
rbc.com,443,MLKEM768,NO,,,,handshake_failure
rbc.com,443,MLKEM512,NO,,,,handshake_failure
rbc.com,443,MLKEM1024,NO,,,,handshake_failure
scotiabank.com,443,X25519MLKEM768,NO,,,,handshake_failure
scotiabank.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
scotiabank.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
scotiabank.com,443,MLKEM768,NO,,,,handshake_failure
scotiabank.com,443,MLKEM512,NO,,,,handshake_failure
scotiabank.com,443,MLKEM1024,NO,,,,handshake_failure
ing.com,443,X25519MLKEM768,NO,,,,handshake_failure
ing.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
ing.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
ing.com,443,MLKEM768,NO,,,,handshake_failure
ing.com,443,MLKEM512,NO,,,,handshake_failure
ing.com,443,MLKEM1024,NO,,,,handshake_failure
santander.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
santander.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
santander.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
santander.com,443,MLKEM768,NO,,,,handshake_failure
santander.com,443,MLKEM512,NO,,,,handshake_failure
santander.com,443,MLKEM1024,NO,,,,handshake_failure
unicreditgroup.eu,443,X25519MLKEM768,NO,,,,handshake_failure
unicreditgroup.eu,443,SecP256r1MLKEM768,NO,,,,handshake_failure
unicreditgroup.eu,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
unicreditgroup.eu,443,MLKEM768,NO,,,,handshake_failure
unicreditgroup.eu,443,MLKEM512,NO,,,,handshake_failure
unicreditgroup.eu,443,MLKEM1024,NO,,,,handshake_failure
dbs.com,443,X25519MLKEM768,NO,,,,handshake_failure
dbs.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
dbs.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
dbs.com,443,MLKEM768,NO,,,,handshake_failure
dbs.com,443,MLKEM512,NO,,,,handshake_failure
dbs.com,443,MLKEM1024,NO,,,,handshake_failure
ocbc.com,443,X25519MLKEM768,NO,,,,handshake_failure
ocbc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
ocbc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
ocbc.com,443,MLKEM768,NO,,,,handshake_failure
ocbc.com,443,MLKEM512,NO,,,,handshake_failure
ocbc.com,443,MLKEM1024,NO,,,,handshake_failure
uobgroup.com,443,X25519MLKEM768,NO,,,,handshake_failure
uobgroup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
uobgroup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
uobgroup.com,443,MLKEM768,NO,,,,handshake_failure
uobgroup.com,443,MLKEM512,NO,,,,handshake_failure
uobgroup.com,443,MLKEM1024,NO,,,,handshake_failure
maybank.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
maybank.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
maybank.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
maybank.com,443,MLKEM768,NO,,,,handshake_failure
maybank.com,443,MLKEM512,NO,,,,handshake_failure
maybank.com,443,MLKEM1024,NO,,,,handshake_failure
visa.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
visa.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
visa.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
visa.com,443,MLKEM768,NO,,,,handshake_failure
visa.com,443,MLKEM512,NO,,,,handshake_failure
visa.com,443,MLKEM1024,NO,,,,handshake_failure
mastercard.com,443,X25519MLKEM768,NO,,,,handshake_failure
mastercard.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
mastercard.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
mastercard.com,443,MLKEM768,NO,,,,handshake_failure
mastercard.com,443,MLKEM512,NO,,,,handshake_failure
mastercard.com,443,MLKEM1024,NO,,,,handshake_failure
americanexpress.com,443,X25519MLKEM768,NO,,,,handshake_failure
americanexpress.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
americanexpress.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
americanexpress.com,443,MLKEM768,NO,,,,handshake_failure
americanexpress.com,443,MLKEM512,NO,,,,handshake_failure
americanexpress.com,443,MLKEM1024,NO,,,,handshake_failure
discover.com,443,X25519MLKEM768,NO,,,,handshake_failure
discover.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
discover.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
discover.com,443,MLKEM768,NO,,,,handshake_failure
discover.com,443,MLKEM512,NO,,,,handshake_failure
discover.com,443,MLKEM1024,NO,,,,handshake_failure
paypal.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
paypal.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
paypal.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
paypal.com,443,MLKEM768,NO,,,,handshake_failure
paypal.com,443,MLKEM512,NO,,,,handshake_failure
paypal.com,443,MLKEM1024,NO,,,,handshake_failure
stripe.com,443,X25519MLKEM768,NO,,,,handshake_failure
stripe.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
stripe.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
stripe.com,443,MLKEM768,NO,,,,handshake_failure
stripe.com,443,MLKEM512,NO,,,,handshake_failure
stripe.com,443,MLKEM1024,NO,,,,handshake_failure
adyen.com,443,X25519MLKEM768,NO,,,,handshake_failure
adyen.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
adyen.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
adyen.com,443,MLKEM768,NO,,,,handshake_failure
adyen.com,443,MLKEM512,NO,,,,handshake_failure
adyen.com,443,MLKEM1024,NO,,,,handshake_failure
squareup.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
squareup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
squareup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
squareup.com,443,MLKEM768,NO,,,,handshake_failure
squareup.com,443,MLKEM512,NO,,,,handshake_failure
squareup.com,443,MLKEM1024,NO,,,,handshake_failure
worldpay.com,443,X25519MLKEM768,NO,,,,handshake_failure
worldpay.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
worldpay.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
worldpay.com,443,MLKEM768,NO,,,,handshake_failure
worldpay.com,443,MLKEM512,NO,,,,handshake_failure
worldpay.com,443,MLKEM1024,NO,,,,handshake_failure
nasdaq.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
nasdaq.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
nasdaq.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
nasdaq.com,443,MLKEM768,NO,,,,handshake_failure
nasdaq.com,443,MLKEM512,NO,,,,handshake_failure
nasdaq.com,443,MLKEM1024,NO,,,,handshake_failure
nyse.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
nyse.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
nyse.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
nyse.com,443,MLKEM768,NO,,,,handshake_failure
nyse.com,443,MLKEM512,NO,,,,handshake_failure
nyse.com,443,MLKEM1024,NO,,,,handshake_failure
cmegroup.com,443,X25519MLKEM768,NO,,,,handshake_failure
cmegroup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
cmegroup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
cmegroup.com,443,MLKEM768,NO,,,,handshake_failure
cmegroup.com,443,MLKEM512,NO,,,,handshake_failure
cmegroup.com,443,MLKEM1024,NO,,,,handshake_failure
lseg.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
lseg.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
lseg.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
lseg.com,443,MLKEM768,NO,,,,handshake_failure
lseg.com,443,MLKEM512,NO,,,,handshake_failure
lseg.com,443,MLKEM1024,NO,,,,handshake_failure
eurex.com,443,X25519MLKEM768,NO,,,,handshake_failure
eurex.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
eurex.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
eurex.com,443,MLKEM768,NO,,,,handshake_failure
eurex.com,443,MLKEM512,NO,,,,handshake_failure
eurex.com,443,MLKEM1024,NO,,,,handshake_failure
sgx.com,443,X25519MLKEM768,NO,,,,handshake_failure
sgx.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
sgx.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
sgx.com,443,MLKEM768,NO,,,,handshake_failure
sgx.com,443,MLKEM512,NO,,,,handshake_failure
sgx.com,443,MLKEM1024,NO,,,,handshake_failure
blackrock.com,443,X25519MLKEM768,NO,,,,handshake_failure
blackrock.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
blackrock.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
blackrock.com,443,MLKEM768,NO,,,,handshake_failure
blackrock.com,443,MLKEM512,NO,,,,handshake_failure
blackrock.com,443,MLKEM1024,NO,,,,handshake_failure
vanguard.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
vanguard.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
vanguard.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
vanguard.com,443,MLKEM768,NO,,,,handshake_failure
vanguard.com,443,MLKEM512,NO,,,,handshake_failure
vanguard.com,443,MLKEM1024,NO,,,,handshake_failure
fidelity.com,443,X25519MLKEM768,NO,,,,unsupported_or_unknown
fidelity.com,443,SecP256r1MLKEM768,NO,,,,unsupported_or_unknown
fidelity.com,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
fidelity.com,443,MLKEM768,NO,,,,unsupported_or_unknown
fidelity.com,443,MLKEM512,NO,,,,unsupported_or_unknown
fidelity.com,443,MLKEM1024,NO,,,,unsupported_or_unknown
state-street.com,443,X25519MLKEM768,NO,,,,handshake_failure
state-street.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
state-street.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
state-street.com,443,MLKEM768,NO,,,,handshake_failure
state-street.com,443,MLKEM512,NO,,,,handshake_failure
state-street.com,443,MLKEM1024,NO,,,,handshake_failure
northerntrust.com,443,X25519MLKEM768,NO,,,,handshake_failure
northerntrust.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
northerntrust.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
northerntrust.com,443,MLKEM768,NO,,,,handshake_failure
northerntrust.com,443,MLKEM512,NO,,,,handshake_failure
northerntrust.com,443,MLKEM1024,NO,,,,handshake_failure
db.com,443,X25519MLKEM768,NO,,,,handshake_failure
db.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
db.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
db.com,443,MLKEM768,NO,,,,handshake_failure
db.com,443,MLKEM512,NO,,,,handshake_failure
db.com,443,MLKEM1024,NO,,,,handshake_failure
sc.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
sc.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
sc.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
sc.com,443,MLKEM768,NO,,,,handshake_failure
sc.com,443,MLKEM512,NO,,,,handshake_failure
sc.com,443,MLKEM1024,NO,,,,handshake_failure
mizuhogroup.com,443,X25519MLKEM768,YES,TLS_AES_256_GCM_SHA384,,X25519MLKEM768,
mizuhogroup.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
mizuhogroup.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
mizuhogroup.com,443,MLKEM768,NO,,,,handshake_failure
mizuhogroup.com,443,MLKEM512,NO,,,,handshake_failure
mizuhogroup.com,443,MLKEM1024,NO,,,,handshake_failure
group.intesasanpaolo.com,443,X25519MLKEM768,NO,,,,handshake_failure
group.intesasanpaolo.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
group.intesasanpaolo.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
group.intesasanpaolo.com,443,MLKEM768,NO,,,,handshake_failure
group.intesasanpaolo.com,443,MLKEM512,NO,,,,handshake_failure
group.intesasanpaolo.com,443,MLKEM1024,NO,,,,handshake_failure
ssga.com,443,X25519MLKEM768,NO,,,,handshake_failure
ssga.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
ssga.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
ssga.com,443,MLKEM768,NO,,,,handshake_failure
ssga.com,443,MLKEM512,NO,,,,handshake_failure
ssga.com,443,MLKEM1024,NO,,,,handshake_failure
lombardodier.com,443,X25519MLKEM768,NO,,,,handshake_failure
lombardodier.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
lombardodier.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
lombardodier.com,443,MLKEM768,NO,,,,handshake_failure
lombardodier.com,443,MLKEM512,NO,,,,handshake_failure
lombardodier.com,443,MLKEM1024,NO,,,,handshake_failure
pictet.com,443,X25519MLKEM768,YES,TLS_AES_128_GCM_SHA256,,X25519MLKEM768,
pictet.com,443,SecP256r1MLKEM768,YES,TLS_AES_128_GCM_SHA256,,SecP256r1MLKEM768,
pictet.com,443,SecP384r1MLKEM1024,NO,,,,unsupported_or_unknown
pictet.com,443,MLKEM768,NO,,,,unsupported_or_unknown
pictet.com,443,MLKEM512,NO,,,,unsupported_or_unknown
pictet.com,443,MLKEM1024,NO,,,,unsupported_or_unknown
juliusbaer.com,443,X25519MLKEM768,NO,,,,handshake_failure
juliusbaer.com,443,SecP256r1MLKEM768,NO,,,,handshake_failure
juliusbaer.com,443,SecP384r1MLKEM1024,NO,,,,handshake_failure
juliusbaer.com,443,MLKEM768,NO,,,,handshake_failure
juliusbaer.com,443,MLKEM512,NO,,,,handshake_failure
juliusbaer.com,443,MLKEM1024,NO,,,,handshake_failure

# company  that supports

bankofamerica.com
lseg.com
maybank.com
mizuhogroup.com
nasdaq.com
nyse.com
paypal.com
pictet.com
santander.com
sc.com
societegenerale.com
squareup.com
test.openquantumsafe.org
vanguard.com
visa.com

## Company that we can
adyen.com
americanexpress.com
bankofamerica.com
barclays.com
blackrock.com
bnpparibas.com
ccb.com
citigroup.com
cmegroup.com
credit-agricole.com
db.com
dbs.com
discover.com
eurex.com
fidelity.com
goldmansachs.com
group.intesasanpaolo.com
hsbc.com
icbc.com.cn
ing.com
jpmorganchase.com
juliusbaer.com
lombardodier.com
lseg.com
mastercard.com
maybank.com
mizuhogroup.com
morganstanley.com
nasdaq.com
northerntrust.com
nyse.com
ocbc.com
paypal.com
pictet.com
pnc.com
rbc.com
santander.com
sc.com
scotiabank.com
sgx.com
societegenerale.com
squareup.com
ssga.com
state-street.com
stripe.com
td.com
test.openquantumsafe.org
ubs.com
unicreditgroup.eu
uobgroup.com
usbank.com
vanguard.com
visa.com
wellsfargo.com
worldpay.com




"Domain","Supported"
"bankofamerica.com","YES"
"lseg.com","YES"
"maybank.com","YES"
"mizuhogroup.com","YES"
"nasdaq.com","YES"
"nyse.com","YES"
"paypal.com","YES"
"pictet.com","YES"
"santander.com","YES"
"sc.com","YES"
"societegenerale.com","YES"
"squareup.com","YES"
"test.openquantumsafe.org","YES"
"vanguard.com","YES"
"visa.com","YES"
"adyen.com","NO"
"americanexpress.com","NO"
"barclays.com","NO"
"blackrock.com","NO"
"bnpparibas.com","NO"
"ccb.com","NO"
"citigroup.com","NO"
"cmegroup.com","NO"
"credit-agricole.com","NO"
"db.com","NO"
"dbs.com","NO"
"discover.com","NO"
"eurex.com","NO"
"fidelity.com","NO"
"goldmansachs.com","NO"
"group.intesasanpaolo.com","NO"
"hsbc.com","NO"
"icbc.com.cn","NO"
"ing.com","NO"
"jpmorganchase.com","NO"
"juliusbaer.com","NO"
"lombardodier.com","NO"
"mastercard.com","NO"
"morganstanley.com","NO"
"northerntrust.com","NO"
"ocbc.com","NO"
"pnc.com","NO"
"rbc.com","NO"
"scotiabank.com","NO"
"sgx.com","NO"
"ssga.com","NO"
"state-street.com","NO"
"stripe.com","NO"
"td.com","NO"
"ubs.com","NO"
"unicreditgroup.eu","NO"
"uobgroup.com","NO"
"usbank.com","NO"
"wellsfargo.com","NO"
"worldpay.com","NO"

